id,name,type,height,latitude,longitude,url
536,Ben Avon - Leabaidh an Daimh Bhuidhe,munro,1172,57.099347,-3.434438,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=536
538,Beinn Bhrotain,munro,1157,57.009868,-3.723797,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=538
539,Derry Cairngorm,munro,1155,57.062801,-3.622004,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=539
548,Sgor Gaoith,munro,1116,57.068561,-3.810856,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=548
549,Monadh Mor,munro,1113,57.0268,-3.75007,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=549
557,Bynack More,munro,1090,57.13822,-3.584716,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=557
559,Beinn a' Chaorainn,munro,1083.3,57.093272,-3.577434,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=559
567,Carn a' Mhaim,munro,1037,57.036871,-3.658384,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=567
571,Mullach Clach a' Bhlair,munro,1019,57.011879,-3.841271,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=571
575,The Devil's Point,munro,1006.9,57.03571,-3.688803,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=575
587,Beinn Bhreac,munro,930.3,57.055072,-3.553472,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=587
621,Carn Dearg,munro,945.7,57.092261,-4.253246,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=621
623,A' Chailleach,munro,929.3,57.109564,-4.179285,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=623
624,Geal Charn,munro,926,57.057418,-4.373572,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=624
626,Carn Sgulain,munro,920.3,57.124371,-4.176986,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=626
658,Creag Meagaidh,munro,1128.1,56.952023,-4.602117,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=658
662,Stob Poite Coire Ardair,munro,1054,56.964037,-4.585762,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=662
663,Beinn a' Chaorainn,munro,1049.1,56.928624,-4.653644,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=663
668,Carn Liath,munro,1006,56.978793,-4.515289,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=668
675,Beinn Teallach,munro,914.6,56.935932,-4.694754,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=675
683,Gleouraich,munro,1035,57.097163,-5.238035,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=683
684,Sgurr a' Mhaoraich,munro,1027,57.105849,-5.330509,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=684
685,Aonach air Chrith,munro,1019.5,57.12464,-5.221291,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=685
687,Sgurr an Doire Leathain,munro,1010,57.13687,-5.281531,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=687
688,The Saddle,munro,1011.5,57.162395,-5.414721,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=688
690,Sgurr an Lochain,munro,1004,57.141288,-5.297466,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=690
691,Spidean Mialach,munro,996,57.088964,-5.193614,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=691
692,Druim Shionnach,munro,985.2,57.126794,-5.182841,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=692
693,Maol Chinn-dearg,munro,980.3,57.12756,-5.252651,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=693
695,Beinn Sgritheall,munro,974,57.153815,-5.579727,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=695
700,Creag a' Mhaim,munro,946.2,57.120971,-5.160048,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=700
701,Sgurr na Sgine,munro,946,57.147088,-5.396699,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=701
708,Creag nan Damh,munro,917.2,57.147262,-5.33496,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=708
730,Sgurr na Ciche,munro,1040.2,57.013468,-5.456905,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=730
731,Ladhar Bheinn,munro,1020,57.075263,-5.591745,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=731
732,Garbh Chioch Mhor,munro,1012.9,57.008556,-5.444322,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=732
733,Sgurr Mor,munro,1003,57.028446,-5.354206,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=733
736,Sgurr nan Coireachan,munro,953.8,57.007158,-5.40544,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=736
737,Meall Buidhe,munro,946,57.031543,-5.546333,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=737
739,Luinne Bheinn,munro,939,57.048325,-5.513607,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=739
741,Gairich,munro,919,57.044879,-5.255827,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=741
758,Sron a' Choire Ghairbh,munro,936.2,57.00784,-4.928747,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=758
759,Meall na Teanga,munro,916.8,56.989012,-4.930955,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=759
773,Gulvain [Gaor Bheinn],munro,987,56.936211,-5.284527,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=773
774,Sgurr Thuilm,munro,963,56.937056,-5.389207,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=774
776,Sgurr nan Coireachan,munro,956.3,56.935728,-5.448551,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=776
803,Carn Eighe,munro,1182.8,57.287701,-5.115159,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=803
804,Mam Sodhail,munro,1179.4,57.279801,-5.120267,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=804
805,Sgurr nan Ceathramhnan [Sgurr nan Ceathreamhnan],munro,1151,57.254911,-5.222732,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=805
810,Tom a' Choinnich [Tom a' Choinich],munro,1112.7,57.299545,-5.048945,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=810
815,Sgurr Fhuaran,munro,1068.8,57.19615,-5.34765,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=815
818,Toll Creagach,munro,1053.7,57.309228,-4.999937,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=818
821,Sgurr a' Bhealaich Dheirg,munro,1036,57.177825,-5.252177,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=821
823,Beinn Fhada,munro,1031.9,57.221002,-5.283519,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=823
825,Sgurr na Ciste Duibhe,munro,1027,57.180924,-5.337134,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=825
826,Beinn Fhionnlaidh,munro,1004.8,57.305977,-5.129909,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=826
827,Sgurr na Carnach,munro,1002,57.189034,-5.349224,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=827
828,Aonach Meadhoin,munro,1001,57.173026,-5.229166,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=828
833,Mullach na Dheiragain,munro,982,57.283399,-5.18635,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=833
834,Ciste Dhubh,munro,981.1,57.199234,-5.209032,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=834
839,Saileag,munro,956,57.181264,-5.281331,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=839
845,An Socach,munro,919.7,57.25755,-5.171311,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=845
846,A' Ghlas-bheinn,munro,918,57.255081,-5.303686,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=846
