id,name,type,height,latitude,longitude,url
2549,Birkhouse Moor,wainwright,717.6,54.535033,-2.98532,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2549
2550,Branstree,wainwright,711.5,54.482669,-2.807575,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2550
2551,Yoke,wainwright,707,54.452928,-2.868731,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2551
2552,Gray Crag,wainwright,698.1,54.497457,-2.885363,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2552
2553,Rest Dodd,wainwright,696,54.514937,-2.878033,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2553
2554,Sheffield Pike,wainwright,676.1,54.554936,-2.977002,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2554
2556,Loadpot Hill,wainwright,672,54.554737,-2.842087,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2556
2557,Wether Hill,wainwright,672.5,54.543239,-2.842453,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2557
2559,Tarn Crag (Sleddale),wainwright,664,54.463458,-2.790658,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2559
2561,Place Fell,wainwright,657,54.544269,-2.920725,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2561
2562,High Pike (Scandale),wainwright,656,54.470976,-2.966791,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2562
2563,Selside Pike,wainwright,655,54.49308,-2.787925,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2563
2564,Middle Dodd,wainwright,654,54.477939,-2.931566,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2564
2565,Grey Crag [Sleddale Fell],wainwright,638,54.457874,-2.777191,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2565
2566,Little Hart Crag [Little Hart Crag - West Top],wainwright,637,54.481916,-2.947169,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2566
2570,Birks,wainwright,624,54.520711,-2.959051,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2570
2572,Hartsop Dodd,wainwright,619,54.498538,-2.910448,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2572
2573,Heron Pike (Rydal),wainwright,612,54.466072,-2.995142,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2573
2574,Shipman Knotts,wainwright,587,54.448577,-2.814707,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2574
2577,The Nab,wainwright,576,54.528893,-2.875675,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2577
2578,Hartsop Above How [Gill Crag - Hartsop Above How],wainwright,586.1,54.499595,-2.953955,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2578
2579,Angletarn Pikes [Angletarn Pikes North Top],wainwright,566,54.525312,-2.907999,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2579
2582,Brock Crags (Wainwright),wainwright,561.2,54.514891,-2.902593,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2582
2583,Great Mell Fell,wainwright,537,54.619846,-2.935641,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2583
2584,Arthur's Pike,wainwright,533,54.578426,-2.835799,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2584
2588,Bonscale Pike,wainwright,524,54.573028,-2.846935,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2588
2589,High Hartsop Dodd,wainwright,519,54.488623,-2.937675,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2589
2590,Sallows,wainwright,516,54.428122,-2.869995,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2590
2595,Beda Fell [Beda Head],wainwright,509,54.54649,-2.884399,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2595
2596,Low Pike,wainwright,508,54.46206,-2.967985,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2596
2598,Little Mell Fell,wainwright,505,54.608024,-2.894465,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2598
2601,Stone Arthur,wainwright,504,54.474276,-3.008366,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2601
2607,Baystones [Wansfell],wainwright,486.9,54.438194,-2.921751,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2607
2609,Sour Howes,wainwright,483,54.421166,-2.883595,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2609
2610,Gowbarrow Fell (Wainwright summit),wainwright,481.2,54.58811,-2.918201,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2610
2611,Nab Scar,wainwright,450,54.456414,-2.995849,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2611
2612,Glenridding Dodd,wainwright,442,54.54947,-2.959246,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2612
2614,Arnison Crag,wainwright,433,54.526364,-2.938524,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2614
2615,Steel Knotts [Pikeawassa - Steel Knotts],wainwright,432,54.555245,-2.866807,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2615
2623,Hallin Fell,wainwright,388,54.570412,-2.878498,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2623
2626,Troutbeck Tongue,wainwright,364,54.449952,-2.892312,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2626
2627,High Rigg [Naddle Fell],wainwright,355,54.588432,-3.071568,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2627
2634,The Old Man of Coniston [Coniston Old Man],wainwright,802.4,54.370658,-3.121445,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2634
2635,Swirl How,wainwright,802.4,54.395257,-3.121515,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2635
2636,Brim Fell,wainwright,795.9,54.377283,-3.124197,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2636
2637,Great Carrs,wainwright,785,54.398777,-3.124738,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2637
2638,Dow Crag,wainwright,778,54.3703,-3.136659,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2638
2639,Grey Friar,wainwright,773,54.393339,-3.141054,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=2639
